"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77"
"1",0.6604336549441,0.161178016875003,0.0219428521423847,0.121193679850293,0.0610486447089877,0.0085065726799729,0.0542829817113375,0.0340269040466029,0.00483482150810351,0.0228594236291509,0.0264409460325026,0.00623274829793688,0.020377206616166,0.0278694324919289,0.0159365444990384,0.0341968461416199,0.0419388079504347,0.0351841485225567,0.0994533012174568,0.00252535161456831,0.0063739881797139,0.338459627857419,0.729140832550061,0.433739036033478,0.0166720295634381,0.0158765950002884,0.00513443594529046,0.00393361399695331,0.00899082352993776,0.0208811740424468,0.0298649639432017,0.326298023038768,0.794734874014232,0.93282584389834,0.77802018861578,0.546283323360704,0.717853065594073,0.724414427330321,0.595609750901446,0.221402200241833,0.126324407218106,0.109677238989604,0.0698644604960668,0.0508137618382696,0.0344338861076868,0.032891011704183,0.032093051576627,0.0653657967311529,0.0904199846114406,0.074739204167984,0.0210202912857579,0.0382775828325511,0.0242336717715108,0.0228971381676471,0.0219373157501572,0.0230509418044621,0.0310476919869788,0.040572370543212,0.0704887868555309,0.407013180812946,0.521925404886694,0.714014065311859,0.964844203570655,0.951924958685471,0.984552527036933,0.99059368108567,0.990040490758871,0.994191865912169,0.986624879330498,0.958183770418916,0.848023050920376,0.938370544506608,0.978845834884767,0.985907265731433,0.982666292557672,0.983482872998843,0.976801229492823
"2",0.677583620304353,0.337913777026333,0.0508849351911682,0.0488497726990616,0.239759398486065,0.193463080099656,0.040627663979701,0.00878696591200554,0.0352541638852639,0.0321780696862104,0.044139677403102,0.0281515028353458,0.032575233353124,0.0147227814455824,0.0245460343124296,0.080827817924023,0.155508464621134,0.0770682807222226,0.312441731517104,0.0190693572336839,0.0779946649281951,0.63156004684374,0.845590998627586,0.640856179315522,0.0772411137565111,0.0136509461116036,0.00532846723226724,0.0142926881353141,0.0196929334787585,0.0255422123969706,0.104610813686262,0.806775561538209,0.923808958056878,0.927976989583162,0.9139747134184,0.911544735431941,0.685420744503952,0.822374576280414,0.819505251573891,0.465729911988941,0.181940193000291,0.105856299749229,0.0377733060306929,0.105024720856668,0.0501744844473888,0.0221996254227327,0.0287031620990031,0.025339055469787,0.0148133246045895,0.0258981700488063,0.0223011833732417,0.0135007765347736,0.0370351347751433,0.0094707775660462,0.0136890708901234,0.00931510408871706,0.01432318863393,0.0272030961625033,0.164933892574209,0.46837760856151,0.517797406350637,0.813935236877231,0.90180245517694,0.901481095157697,0.962039168909244,0.981305796033352,0.992256658844876,0.996518726590573,0.996068805389537,0.993912528031581,0.980265649533761,0.735460528013811,0.89020142549531,0.970635163724007,0.980488288716291,0.973581256898568,0.961560267800635
"3",0.856551030617919,0.520195870443543,0.343591413630247,0.195428578370057,0.0546393297447567,0.0706198109422217,0.0486288127474503,0.115955920006717,0.0824948734508676,0.0443577948502706,0.0225509896275984,0.0215015406353619,0.00968214560116726,0.02961835349395,0.0386550272839954,0.146581804439283,0.195044904887303,0.294570100945012,0.0907784069050471,0.179192201825072,0.333880640191487,0.486329752680272,0.633043865269055,0.899627671069006,0.548988742361951,0.0319729127286491,0.0128463402602534,0.0360616746595526,0.027387134363401,0.0313236225854085,0.0224344149671677,0.190247808083933,0.542277182827989,0.915031296150356,0.984334101683877,0.967089265532192,0.924153555878415,0.902154058623719,0.838973263975146,0.826018566991426,0.711534251607889,0.255108383229739,0.0620233903322179,0.0570229483413354,0.0685126061300688,0.0383260166957404,0.0298171063476596,0.0428779805234246,0.023280197195802,0.00866322749355686,0.0207250754586772,0.0230559950290385,0.0224072782036764,0.0102114777042565,0.0165675778543319,0.0270274495101229,0.0491961278186341,0.0583378539744609,0.584398286489784,0.815279995206722,0.701234087163277,0.893003639731674,0.926203344983233,0.935754581318634,0.883260240932243,0.911029791663378,0.986897766700517,0.994221704167206,0.996552804790006,0.99066733165384,0.941406669445412,0.396010655637989,0.656696787500385,0.944317894086568,0.973056179424547,0.97922067972188,0.966481741209149
"4",0.59204939767904,0.81630453692657,0.653290915463209,0.66787707420661,0.301051564939854,0.137326565162691,0.0829340517769233,0.142607083271902,0.05698699925678,0.030061015132275,0.0361951909838074,0.0720126707069859,0.0676930098731724,0.0690567567587067,0.0385023434423957,0.321050805602789,0.827707942966599,0.828302364224062,0.502138054805588,0.699618289306593,0.94835774505301,0.942333043816611,0.724898453562566,0.520928524993796,0.566093956252462,0.525591000009007,0.124774722241634,0.0136910000748812,0.0325037418334307,0.0319164000936741,0.0166911889690875,0.0176489658940128,0.196172560974873,0.739427689929719,0.839973598094898,0.94407616964624,0.983651691511153,0.961955716636203,0.926696096686424,0.934199613831196,0.882230333604509,0.633908223788924,0.338874947506033,0.17263446153691,0.0914018613862797,0.0383707405830067,0.0224211905447885,0.0516048750073434,0.0586022517338744,0.0196136457671596,0.0109999208460642,0.0176291150915662,0.00517647963610738,0.0128152774753509,0.0191423049727759,0.0407187743235535,0.0489333926533903,0.246751137185505,0.692584467296386,0.721987409740841,0.791430501673325,0.778963963665595,0.89378735035114,0.901888331740065,0.915118977750877,0.948836402200798,0.985675147066854,0.980965760141042,0.994270339054654,0.993978169068213,0.988684963042947,0.971090321409777,0.964683257840287,0.953904378249197,0.95604102726637,0.96671549547157,0.951212843924017
"5",0.876144949406497,0.903204317313031,0.897757917254034,0.857774053247598,0.76426898606237,0.358079795059044,0.300009237887711,0.111507988931525,0.0582447279276111,0.0496895001434763,0.0136798799388077,0.0321772829877406,0.0831307322299615,0.11167421101864,0.161759266868327,0.867978875940758,0.985937514095347,0.98153843780395,0.971106977263342,0.978578061718698,0.993427620639475,0.954638513232777,0.762195899394673,0.7688919783832,0.265459594447263,0.817796828111989,0.618978115218697,0.0901810191638378,0.0479607346487657,0.0203674885213407,0.00799725975264782,0.0153220448269396,0.0203387313916725,0.0473303501872372,0.0814472208196551,0.677075490425066,0.974242910908375,0.93426291870483,0.959948807119472,0.966607663280741,0.940787416037768,0.80487189350573,0.493547643480367,0.316260700519154,0.0854174484974781,0.0403105594637265,0.016864829638679,0.0202852461052924,0.0166044855425185,0.0236382718513981,0.00786010532752439,0.00470164716068079,0.00708940660067399,0.0136129618740911,0.0159591554741281,0.0725161041604342,0.062801274324479,0.141131327565662,0.322013418165578,0.575032743606553,0.925118302068086,0.737412542315477,0.714815905542728,0.782748943688367,0.864382073687425,0.936024625259065,0.978874267083174,0.986573261756032,0.988454598466174,0.994413552778336,0.996922790311101,0.996589255097797,0.991635766149707,0.982514998465659,0.966733110711146,0.913460111125677,0.938254138838039
"6",0.981986205710789,0.980758514076984,0.962538030469655,0.924528730698032,0.775316980357714,0.797299828671288,0.900301536787821,0.851459691521319,0.821839650434509,0.579816785802581,0.0418451519811304,0.097586125447888,0.247843466598298,0.379011146766566,0.684022159094629,0.983659442880376,0.992725292620068,0.991929626204802,0.993204516604683,0.995244194282935,0.992597656657296,0.977038825718437,0.96374096746508,0.987132714817912,0.791795672537068,0.319587199798695,0.781037004260147,0.724402183119958,0.242635033362764,0.0474210911325491,0.00550054091839861,0.0316937322363143,0.0220741636538339,0.0225297215737255,0.0268264935528392,0.385129313116167,0.918942282990506,0.973114215594815,0.953471003286513,0.927835945207889,0.869781414314616,0.760248668680247,0.571033013671216,0.475643523489676,0.166465404591486,0.0719574671950731,0.0521017984695386,0.0273937520164774,0.0171854627672607,0.0224774823174434,0.0127682325592642,0.00394347201685877,0.00511064731616325,0.0206204217996859,0.0161516749110314,0.0187695476016623,0.0224587196350252,0.0833275730215537,0.456182214852643,0.782094769264166,0.688232693091729,0.726877152082978,0.821672207324239,0.848193404530157,0.85392815626771,0.95691803296315,0.976814286161169,0.975983257801393,0.987868446153988,0.941241407019206,0.98306815023068,0.997636772159729,0.998654692573428,0.994129664430919,0.989035980088624,0.950536223342523,0.897934992863701
"7",0.984622571834242,0.983822795591776,0.97522068397419,0.964417220021851,0.922366729983406,0.961141411512913,0.97388248530825,0.988547292270515,0.884028669741286,0.314670809184101,0.0289494829686745,0.105539039863957,0.0878484082611437,0.134725730848047,0.849377306969466,0.983955213884596,0.99142059202781,0.992558509326462,0.994510944733261,0.991810368753102,0.993160413889317,0.987966495355888,0.873916468149994,0.963325542593925,0.96935914511766,0.846757015152017,0.511216254863287,0.77662202312279,0.694804069887428,0.410535902116948,0.0393184680457938,0.0161927832963307,0.0281464301915907,0.0347486733645795,0.0992880847068544,0.224786135779623,0.940628392075953,0.942730518071628,0.948788367950767,0.943951911856385,0.881069137670541,0.805012792092433,0.694356516686318,0.388285936609597,0.435261005730589,0.155320017285782,0.0793778375484399,0.0493747755930396,0.0226213811899102,0.0501562318817214,0.0257404557762155,0.0115569545413122,0.00564610962739851,0.0117437848145554,0.0122927136425207,0.0434520374725487,0.0200241961487231,0.0619795141449509,0.576674472028317,0.832927475592695,0.714014667096833,0.845124057086542,0.820102493667932,0.925794686975961,0.850454145784723,0.938561071289506,0.968238359911842,0.954299208823009,0.981013571955978,0.917902736428741,0.967162624848854,0.996002802553543,0.998016960619673,0.998862112039434,0.996062321524163,0.98084839873822,0.977874965274012
"8",0.989540298819952,0.989277126666767,0.977866794868824,0.984558699443172,0.958378863452525,0.996141731891986,0.987073699739489,0.766414577073095,0.26950661435397,0.0565767367022149,0.0365700380184521,0.0891019652959961,0.120198490924205,0.407672696665059,0.970403402984767,0.989532402701574,0.994950842568357,0.995338541800802,0.994567327309484,0.99167983977892,0.991187161329553,0.987179546807221,0.98603567750273,0.989041291794164,0.978497796944651,0.978004602766027,0.884336781629299,0.716055505044609,0.785037652657042,0.469817607587775,0.0157067762267672,0.0117939880397712,0.0254071746482759,0.0267662863553548,0.0401446417544564,0.0487498141890879,0.824011833490661,0.976917616050332,0.967112517362102,0.922149579432005,0.871812926313941,0.846228586809054,0.77237227775365,0.625249543957854,0.408149751627516,0.251694770041164,0.15607814174842,0.140021792606751,0.046339647379169,0.0256100641602294,0.0379837272912604,0.0353452208420548,0.00637120812591855,0.00812100782870841,0.00535787551929959,0.00701796501679321,0.020036247149542,0.0941207262473312,0.664845969527093,0.615749890427569,0.393652064166662,0.801707950205616,0.805067738198932,0.667510934496767,0.495660586638677,0.722308727975655,0.938906218308515,0.967031780917188,0.978742813442223,0.957342217593573,0.9805743100197,0.991249612445734,0.998301695344944,0.99978503924922,0.999210703403203,0.997674639414472,0.986899488359228
"9",0.983842661525406,0.985194992126175,0.975882099479145,0.962781613176098,0.991683221507392,0.993420401874094,0.818668524554303,0.228844698893136,0.0702482476045235,0.0409327807199346,0.168408315167924,0.367280712654377,0.104757160987013,0.625739231285876,0.97314100131158,0.990781841194125,0.991874442208927,0.993640320198102,0.991358117977412,0.993332255967788,0.991878451311917,0.979779198376307,0.952309021263731,0.963378742025431,0.98638835592323,0.985329772459367,0.973951995887159,0.734058675170397,0.695148858679377,0.133589589459748,0.00650390702485757,0.00738514117427618,0.0108386374804272,0.0287433771838625,0.0168264462916531,0.0728825397645539,0.841455386091423,0.965627468142116,0.950304643583156,0.938916119890912,0.93847669593845,0.859619893197226,0.896819484972857,0.793776303908628,0.732827886742732,0.373550716246277,0.102325019996949,0.0513029481901891,0.0431969875629309,0.0525650232283096,0.0358680115496707,0.0154741395363395,0.00707268086500541,0.00759471144414474,0.0235694703450763,0.0104885367714637,0.0393684192660627,0.127428096152524,0.492173511167799,0.411919761610439,0.4797219381604,0.492650476536052,0.668964212407295,0.72273003815377,0.67627542446349,0.715646155775518,0.78821156627397,0.962257110267191,0.971163278748233,0.941490341011463,0.981258479132387,0.987784454486777,0.996203421578098,0.999390245514377,0.998750238612575,0.998056163683886,0.981536585892344
"10",0.946710363305568,0.953534948980666,0.949328545345687,0.961172676585615,0.991621327299233,0.968804333580925,0.368083176266554,0.138358168900912,0.0521815216524134,0.184609668534121,0.270355933193754,0.0885013050182203,0.343336689018945,0.86234772618245,0.966487688328936,0.991600085661536,0.992403734521745,0.990821619140724,0.988733245704229,0.994267676498388,0.992975518414513,0.961219990303669,0.961066742270638,0.985187124843904,0.986595066537033,0.945388180846739,0.962055775250569,0.95096329241573,0.498752254519297,0.0907850932288799,0.00665205265738159,0.00770753089280702,0.0128677535229498,0.0180173496142305,0.0113408507538519,0.35465023797306,0.955135893740648,0.970460044871378,0.990878518352502,0.963280423922612,0.939643725970319,0.864771484201282,0.857219201276436,0.85920205023709,0.771362227933511,0.458338838857163,0.0748906158549809,0.0894527426810389,0.0850334983936761,0.0727149354827143,0.0326045533769777,0.0158025630162238,0.0141423870821608,0.012020712613167,0.0340782957872402,0.0222248013662001,0.0354549882325381,0.117146368729766,0.396451261447906,0.741091869904942,0.816856739987486,0.589061443222437,0.717373760856532,0.592059537599652,0.558085591790061,0.698022450570019,0.766566384746472,0.95716682267498,0.965917322273657,0.942641117840115,0.967166532141321,0.982798833470369,0.991136489960238,0.989918898666048,0.991443745240801,0.996951763155536,0.991409514110356
